0,0,35.0,35.0
0,1,22.0,35.0
0,2,22.0,22.0
0,3,22.0,22.0
0,4,21.0,22.0
0,5,21.0,21.0
0,6,21.0,21.0
0,7,21.0,21.0
0,8,21.0,21.0
0,9,21.0,21.0
0,10,21.0,21.0
0,11,21.0,21.0
0,12,21.0,21.0
0,13,21.0,21.0
0,14,21.0,21.0
0,15,21.0,21.0
0,16,21.0,21.0
0,17,20.0,21.0
0,18,20.0,20.0
0,19,20.0,20.0
0,20,20.0,20.0
0,21,20.0,20.0
0,22,20.0,20.0
0,23,20.0,20.0
0,24,20.0,20.0
0,25,20.0,20.0
0,26,20.0,20.0
0,27,20.0,20.0
0,28,20.0,20.0
0,29,20.0,20.0
0,30,20.0,20.0
0,31,20.0,20.0
0,32,20.0,20.0
0,33,20.0,20.0
0,34,20.0,20.0
0,35,20.0,20.0
0,36,20.0,20.0
0,37,20.0,20.0
0,38,20.0,20.0
0,39,20.0,20.0
0,40,20.0,20.0
0,41,20.0,20.0
0,42,20.0,20.0
0,43,20.0,20.0
0,44,20.0,20.0
0,45,20.0,20.0
0,46,20.0,20.0
0,47,20.0,20.0
0,48,20.0,20.0
0,49,20.0,20.0
0,50,20.0,20.0
0,51,20.0,20.0
0,52,20.0,20.0
0,53,20.0,20.0
0,54,20.0,20.0
0,55,20.0,20.0
0,56,20.0,20.0
0,57,20.0,20.0
0,58,20.0,20.0
0,59,20.0,20.0
0,60,20.0,20.0
0,61,20.0,20.0
0,62,20.0,20.0
0,63,20.0,20.0
0,64,20.0,20.0
0,65,19.0,20.0
0,66,19.0,20.0
0,67,19.0,20.0
0,68,19.0,20.0
0,69,19.0,20.0
0,70,19.0,20.0
0,71,19.0,20.0
0,72,19.0,20.0
0,73,19.0,20.0
0,74,19.0,20.0
0,75,19.0,20.0
0,76,19.0,20.0
0,77,19.0,20.0
0,78,19.0,20.0
0,79,19.0,20.0
0,80,19.0,20.0
0,81,19.0,20.0
0,82,19.0,20.0
0,83,19.0,20.0
0,84,19.0,20.0
0,85,19.0,20.0
0,86,19.0,20.0
0,87,19.0,20.0
0,88,19.0,19.0
0,89,19.0,19.0
0,90,19.0,19.0
0,91,19.0,19.0
0,92,19.0,19.0
0,93,19.0,19.0
0,94,19.0,19.0
0,95,19.0,19.0
0,96,19.0,19.0
0,97,19.0,19.0
0,98,19.0,19.0
0,99,19.0,19.0
1,0,19.0,19.0
1,1,19.0,19.0
1,2,19.0,19.0
1,3,19.0,19.0
1,4,19.0,19.0
1,5,19.0,19.0
1,6,19.0,19.0
1,7,19.0,19.0
1,8,19.0,19.0
1,9,19.0,19.0
1,10,19.0,19.0
1,11,19.0,19.0
1,12,19.0,19.0
1,13,19.0,19.0
1,14,19.0,19.0
1,15,19.0,19.0
1,16,19.0,19.0
1,17,19.0,19.0
1,18,19.0,19.0
1,19,19.0,19.0
1,20,19.0,19.0
1,21,19.0,19.0
1,22,19.0,19.0
1,23,19.0,19.0
1,24,19.0,19.0
1,25,19.0,19.0
1,26,19.0,19.0
1,27,19.0,19.0
1,28,19.0,19.0
1,29,19.0,19.0
1,30,19.0,19.0
1,31,19.0,19.0
1,32,19.0,19.0
1,33,19.0,19.0
1,34,19.0,19.0
1,35,19.0,19.0
1,36,19.0,19.0
1,37,19.0,19.0
1,38,19.0,19.0
1,39,19.0,19.0
1,40,19.0,19.0
1,41,19.0,19.0
1,42,19.0,19.0
1,43,19.0,19.0
1,44,19.0,19.0
1,45,19.0,19.0
1,46,19.0,19.0
1,47,19.0,19.0
1,48,19.0,19.0
1,49,19.0,19.0
1,50,19.0,19.0
1,51,19.0,19.0
